Label,Example
0,"Input: ""you should be allowed to buy as many as you want to""

Cues:
1. cultural background: no specific cultural references are present.
2. emotional words: none detected.
3. language style: simple, straightforward, and declarative.
4. keywords: ""allowed,"" ""buy,"" ""as many as you want""
5. special symbols: none present.

Label:
not sarcastic"
0,"Input: the founding fathers were afraid to trust the common people with the right to vote. they didn't want mob rule and chaos. ""most of the founders believed that property ownership was essential to good citizenship and therefore that only property owners should be able to vote. 'property', in those days, also included slaves, of course, and half of the founders were slave owners....the maintenance of power in the hands of the elite was further strengthened by who could vote. in 1787, there were about four million people living in the 13 original states. but only about four percent of them, it is estimated, could vote. excluded were the one million slaves, the two million women, anyone under the age of 21, and all non-property owners.""

Cues:
1. emotional words: ""afraid"", ""trust"", ""chaos"" - these convey genuine concern rather than sarcasm.
2. rhetorical devices: use of statistics and quotations to support the argument.
3. cultural background: references to founding fathers, early american history, and voting rights.
4. common knowledge: general understanding of early american democracy and voting restrictions.
5. keywords: ""founding fathers"", ""property ownership"", ""slaves"", ""elite"", ""vote""

Label:
not sarcastic"
0,"Input: ""i'll assume this is figurative since they do not literally melt.""

Cues:
1. emotional contrasts: none present. the tone is consistent and matter-of-fact.
2. keywords: ""assume,"" ""figurative,"" ""literally""
3. special symbols: none present
4. emotional words: none present
5. language style: analytical and straightforward

Label:
not sarcastic"
0,"Input: ""because self-defence, unlike most other 'reasons', automatically allows all citizens firearm access, and in most cases allows firearm acess without mandatory training/evaluation. when this occurs, you are much more likely to get misuse of firearms.   if you read around you'll see that i consider all rights as needing justification. this comes both from my stance as a relativist and as a uk citizen, where there is no formalised constitution. ask yourself this - if a right cannot be justified, why should it be treated as a 'right'?""

Cues:
1. emotional words: none significant
2. topic: gun rights, self-defense, and justification of rights
3. rhetorical devices: rhetorical question at the end
4. context: serious discussion about firearm access and rights
5. keywords: self-defence, firearm access, mandatory training, misuse, rights, justification, relativist, constitution

Label:
not sarcastic"
0,"Input: ""actually, i snipped your remarks because 1) you twisted what i said and 2) i'm already spending too much time arguing with random complainers and i was in a hurry to do something more important at the time.""

Cues:
1. topic: explanation for editing/snipping remarks
2. context: defending actions in an online discussion
3. punctuation: use of parentheses and numbers for listing reasons
4. emotional words: ""twisted"", ""complainers"", ""hurry"", ""important""
5. special symbols: none present

Label:
not sarcastic"
0,"Input: ""and religious folk in the south used the bible to justify enslavement of thousands or millions of blacks, and also to justify their treating blacks as mere property. i suppose (but am not familiar enough with all of the details to know for sure) that some even used the bible to justify linching blacks.""

Cues:
1. special symbols: none present, indicating straightforward communication.
2. common knowledge: references to historical facts about slavery and racism in the southern united states.
3. keywords: ""bible,"" ""justify,"" ""enslavement,"" ""blacks,"" ""property,"" ""lynching"" - all serious topics.
4. language style: formal, matter-of-fact tone without exaggeration or humor.
5. context: discussion of historical misuse of religious texts to support racism and slavery.

Label:
not sarcastic"
0,"Input: [the provided text discussing religious views on homosexuality and marriage]

Cues:
keywords:
- ""inability""
- religious issue
- ""antis""
- homosexuality
- morality
- immorality

common knowledge:
- debates around homosexuality and gay marriage often involve religious perspectives
- some people view homosexuality as a moral issue

context:
- the text appears to be a response in a discussion about homosexuality and marriage rights
- the author is challenging someone else's viewpoint

surface emotion:
- frustration or disagreement with the other person's stance
- defensive of religious perspectives

cultural background:
- refers to ongoing societal debates about lgbtq+ rights and religious freedom

Label:
not sarcastic"
0,"Input: ""no they don't. we didn't have a tyrannical society back in the 1830s when without a doubt personal autonomy didn't exist for some. the thing is, you don't have absolute personal autonomy now either. and it still doesn't answer my question about where the right came from, you just said there had to be one.""

Cues:
1. common knowledge: the text references historical facts about personal autonomy in the 1830s and compares it to the present day.
2. language style: the language is direct, argumentative, and formal. it lacks typical sarcastic markers like exaggeration or irony.
3. topic: the text discusses concepts of personal autonomy, rights, and societal structures across different time periods.
4. surface emotion: the tone is assertive and slightly frustrated, as evidenced by phrases like ""no they don't"" and ""it still doesn't answer my question.""
5. emotional contrasts: there are no significant emotional contrasts that would indicate sarcasm. the tone remains consistent throughout the text.

Label:
not sarcastic"
0,"Input: ""same thing happened in rwanda. first they put the names of all tutsis on lists. then, the hutu came around with machettes and took them off of the lists....permanently.""

Cues:
1. keywords: rwanda, tutsis, hutu, machetes, lists, permanently
2. surface emotion: serious, somber
3. rhetorical devices: understatement (""took them off of the lists"" for genocide)
4. context: referencing the rwandan genocide
5. special symbols: ellipsis (...) for dramatic pause

Label:
not sarcastic"
0,"Input: ""i disagree for the same reasons i have been giving all along. there may be some legislation that was passed that has kept corporations small (anti-trust) but did it really benefit the society?""

Cues:
1. context: the text appears to be part of a discussion about corporate regulations and their societal impact.
2. language style: the language is direct and argumentative, presenting a clear stance and questioning the effectiveness of certain policies.
3. punctuation: standard use of punctuation, including a question mark at the end to emphasize the point being made.
4. surface emotion: the tone is serious and slightly skeptical, but not overtly emotional.
5. emotional words: no strong emotional words are present. the language is relatively neutral.

Label:
not sarcastic"
