Label,Example
0,"Input:
in this case, i will present the theory of evolution by natural selection as evidence that life is evolving. as the evidence has been shown to support it, you are the person who should be presenting evidence. currently, your assertion that organisms are ""devolving"" because of mutations has been shown to be faulty.

Cues:
- **context:** the input discusses the theory of evolution and a debate on whether life is evolving or devolving due to mutations. the writer is challenging the opposing person's assertion.
- **rhetorical devices:** the text employs logical argumentation and direct refutation. there are no indicators of irony or exaggerated language typically found in sarcasm.
- **surface emotion:** the surface emotion appears straightforward and determined, aiming to present hard evidence rather than mock or ridicule the opposing view.
- **special symbols:** none are present.
- **cultural background:** the subject matter pertains to a scientific debate, common in academic and intellectual discussions on evolution.

Label:
not sarcastic"
0,"Input:
after. christian fundamentalism is somewhat recent. it arose as a backlash to discoveries being made in science in the 19th century. from one follower of a 7th day adventist prophetess came ""flood geology"" in the early 20th century. later, in the renewal of interest in the adequate teaching of science in the u.s. in the 1960s, there arose more modern ""creation science."" it began by adopting the flood geology of the 7th day adventists as the base. creation science begins with the assertion the the creation stories, the flood story, even the mythology of job and jonah, are literally true. creation scientists then attempt to distort the evidence to support this particular version of the bible. when creationists realized that the biological evolution of species does occur, they decided that god had created original ""kinds"" and then allow hyper evolution after that. creationists call hyperevolution variation in kind.

Cues:
- **special symbols:** none
- **keywords:** christian fundamentalism, science, 19th century, 7th day adventist, flood geology, creation science, mythology, job, jonah, bible, hyper evolution, variation in kind
- **rhetorical devices:** the text uses explanations, historical context, and descriptive language to portray the topic.
- **topic:** the evolution of christian fundamentalism and creation science.
- **common knowledge:** the historical context of the rise of christian fundamentalism and its relationship to scientific discoveries.

Label:
not sarcastic"
0,"Input:
no, not really...

Cues:
- **common knowledge:** the phrase ""no, not really"" is often used to give a straightforward denial or to soften a rejection.
- **language style:** the language used is direct and simple without any exaggeration or irony.
- **topic:** the topic appears to be about denying or rejecting something but is not specified in detail here.
- **keywords:** ""no,"" ""not really"".
- **emotional words:** the phrase does not contain any particularly strong emotional words; it is neutral in tone.

Label:
not sarcastic"
0,"Input:
lol tooo funny

Cues:
1. **language style:** the use of ""lol"" (laugh out loud) and ""tooo funny"" is consistent with casual, informal internet slang.
2. **cultural background:** this phrase is commonly used in online spaces such as social media, forums, or messaging apps, indicating a familiarity with internet culture and informal communication.
3. **topic:** the statement centers around something that the speaker finds genuinely humorous.
4. **common knowledge:** on the internet and in texting, ""lol"" is a widely recognized abbreviation signaling amusement. ""tooo funny"" with the exaggerated ""o"" further emphasizes the humor.
5. **punctuation:** the all-caps and lengthened word ""tooo"" help convey excitement or strong emotion rather than sarcasm.

Label:
not sarcastic"
0,"Input: 
but...but... i just swallowed 56 zygotes so that they could vote by proxy through me for the ripofflican(tm) party this upcoming election so they can win. now i'm going to have all that indigestion for nothin'. as to driving...don't care. what i'll miss most is all of those credit card offers that come in their names. there's just so much that they, living though me want to 'buy now and pay later' on. you saying they can't do that?

Cues:
1. **punctuation:** the text uses ellipses and apostrophes frequently, contributing to a casual tone.
2. **language style:** the language style is colloquial and conversational with phases like ""for nothin'"" and ""don't care"".
3. **surface emotion:** the surface emotion appears to be one of frustration or annoyance.
4. **rhetorical devices:** hyperbole is prevalent with exaggerated statements such as ""swallowed 56 zygotes"" and ""indigestion for nothin'"".
5. **emotional words:** frustrated expressions such as ""indigestion"" and ""don't care"" indicate strong dissatisfaction.

Label:
not sarcastic"
0,"Input:
it's possible that archaeopteryx is not a direct descendant of modern birds but it's certainly not far from the line and it shares both avian and therepodian characteristics.

Cues:
- cultural background: the statement pertains to paleontology and evolutionary biology, suggesting a factual and academic context.
- emotional words: the text is neutral; there are no emotionally charged words.
- punctuation: standard punctuation is used only for grammatical correctness, without any indicators of sarcasm like exclamation points or ellipses.
- rhetorical devices: the usage of ""possible"" and ""certainly"" indicates a discussion on likely scenarios and scientific certainty rather than implying irony or sarcasm.
- context: the context is clearly scientific, discussing the characteristics and lineage of archaeopteryx in relation to modern birds.

Label:
not sarcastic"
0,"Input:
some? 90% is more than some in my opinion. that is a horrible waste. just think if we could retain 50% of the energy we consumed. we could start eating 1/5th of what we normally eat.

Cues:
- **cultural background:** the discussion refers to energy consumption and wastage, which is a common concern in many societies, particularly those with industrialized economies.
- **context:** the context is about energy efficiency and the potential benefits of retaining energy, followed by a straightforward extrapolation of how much less food we might need if we were more efficient.
- **language style:** the language used is serious and factual with no exaggeration or ironic undertones.
- **common knowledge:** statements about reducing energy waste and improving efficiency are grounded in common knowledge about environmental and economic benefits.
- **emotional words:** the term ""horrible waste"" denotes a strong emotional reaction but in a straightforward manner reflecting genuine concern rather than sarcasm.

Label:
not sarcastic"
0,"Input:
why don't you just sum it up with ""if you're not a fundamentalist christian""? you also fail to consider christian agnostics.

Cues:
**cultural background:** the dialogue involves references to religious identities, specifically ""fundamentalist christian"" and ""christian agnostics,"" indicating that the cultural background is rooted in discussions about religious belief systems.
**topic:** the topic revolves around accurately summarizing a religious perspective and the inclusion of various christian subgroups, namely fundamentalist christians and christian agnostics.
**emotional contrasts:** there is an underlying sense of a call for inclusiveness or completeness in addressing the christian spectrum, reflecting a genuine concern rather than mockery or derision.
**rhetorical devices:** the question ""why don't you just sum it up with..."" can be seen as a rhetorical question aimed at prompting the listener to think about the exclusion of certain groups. however, it does not carry the sarcastic tone often marked by overt irony or significant emotional disparity.
**common knowledge:** it's known that religious discussions can encompass a vast array of beliefs and that excluding certain perspectives can be seen as an oversight. the mention of ""christian agnostics"" points to an awareness of nuance within religious identity.

Label:
not sarcastic"
0,"Input:
archie, instead of deciding before hand that i'm wrong, read what i'm saying. what trees were growing during this flood? i'm guessing there were no acorns sprouting into oaks during the flood. therefore, in this flood sediment, we would find no rooted trees. we would find no burrows, and we would find no tracks.   now we've seen you can't answer my question. whether this is because you didn't understand it, or didn't want to consider it, i don't know. but there is no global flood sediment which meets the criteria neccessary to demonstrate a global flood.

Cues:
**punctuation:**
- the use of commas, periods, and question marks indicates a structured argument.
**surface emotion:**
- the text conveys frustration and insistence but maintains a logical and reasoned tone.
**common knowledge:**
- the text assumes the reader has a basic understanding of sedimentology and the criteria for a global flood.
- general knowledge about tree growth and flood dynamics is implied.
**emotional contrasts:**
- the author contrasts their logical reasoning with the perceived lack of understanding or avoidance of answering by archie.
**rhetorical devices:**
- the use of questions to challenge archie (""what trees were growing during this flood?"")
- conditional reasoning (""therefore, in this flood sediment, we would..."")
- direct address (""archie, instead of deciding before hand that i'm wrong"")

Label:
not sarcastic"
0,"Input:
so a free society is one where the government does not have tabs on their citizens? how could then the government work when it does not know who they actually govern? the foundation of economics is that you have correct data, else it’s the beginning of corruption not freedom. and since when was there a dichotomy between freedom and socialism? further how does the usage of identification ease the rounding up of suspects? wouldn’t it be rather more risk to be rounded up if you couldn’t identify yourself and thus automatically become suspect than be able to and take yourself out of the calculation?

Cues:
**surface emotion:** - concern, confusion, seeking clarity
**context:** - the text discusses the implications of government surveillance, data collection, and identification on a free society, questioning how the government can function without such data.
**keywords:**- free society, government, tabs, citizens, data, corruption, freedom, dichotomy, identification, suspects
**emotional contrasts:**- the text is largely serious with an intent to understand and clarify rather than mock or ridicule any viewpoint.
**language style:**- analytical, questioning, logical, elaborate explanations and questions

Label:
not sarcastic"
1,"Input:
they're going after retailers selling ones that don't. duh!

Cues:
- **special symbols:** ""duh!""
- **context:** discussion about consequences faced by retailers who sell certain products.
- **punctuation:** the use of an exclamation point after ""duh!""
- **surface emotion:** frustration, as indicated by ""duh!""
- **emotional contrasts:** the logical statement followed by a dismissive ""duh!"" indicates a contrast between providing information and expressing a dismissive attitude.

Label:
sarcastic"
1,"input:
actually, shootings happen because a person points a firearm at someone and pulls the trigger. this is illegal. you can't make it more illegal than it already is.   shootings do not happen because of gun happy nuts running around. nobody has ever been injured anywhere by any gun happy nut running around. many have been injured by criminals who disobey the law.   as far as puncture wounds, do stabbings count?   or, as it appears, are you only concerned with those caused by firearms?

Cues:
- common knowledge: the statement references widely accepted societal issues such as shootings and illegal activities, playing on the notion that laws are already in place against such behaviors.
- language style: the text uses a dismissive and seemingly logical argumentative style to base an exaggerated truth, typical in sarcastic language.
- keywords: ""actually,"" ""illegal,"" ""criminals,"" ""stabbings,"" ""gun happy nuts.""
- emotional words: ""nobody has ever been injured,"" ""gun happy nuts running around,"" shows elements of sarcasm and exaggeration.
- rhetorical devices: rhetorical questions (""do stabbings count?"" ""are you only concerned with those caused by firearms?"") and hyperbole (""nobody has ever been injured anywhere by any gun happy nut running around"").

Label:
sarcastic"
1,"Input:
oh, his brain wasn't there, huh? musta just been involuntary reflexes that allowed him walk from a store to the ""home"" that he stayed at. oh, and please show me some cases of foetuses walking to the store like this man did when he was attacked, and then we can start comparing. looks like vt is back with his usual strawmen and sensationalism.

Cues:
- **language style:** informal and mocking, using colloquial phrases like ""musta just been"" and ""looks like vt is back"".
- **common knowledge:** the mention of ""foetuses walking to the store"" and ""involuntary reflexes"" is an exaggerated and absurd scenario, making it clear that the speaker is being facetious.
- **emotional contrasts:** the text contrasts apparent concern for factual accuracy with mocking disbelief.
- **rhetorical devices:** uses rhetorical questions (""oh, his brain wasn't there, huh?"") and absurd comparisons (""show me some cases of foetuses walking to the store"").
- **keywords:** ""his brain wasn't there,"" ""involuntary reflexes,"" ""foetuses,"" ""strawmen,"" ""sensationalism.""

Label:
sarcastic"
1,"Input:
yep. they're free to marry a member of the opposite sex just like any other american.

Cues:
1. **emotional contrasts:** the statement suggests a lack of freedom to marry someone of the same sex by implying that the current right to marry someone of the opposite sex is sufficient, which is often a contentious issue.
2. **punctuation:** the use of the period gives a curt, final note to the statement, which can signal sarcasm.
3. **special symbols:** none observed in the text.
4. **language style:** the language is plain and colloquial with an undercurrent of irony. the use of ""just like any other american"" has an ironic tone as it is addressing a debate about rights.
5. **emotional words:** words like ""free,"" ""just like any other american"" are used ironically, contrasting the supposed freedom with actual constraints.

Label:
sarcastic"
1,"Input:
well, you ignored the part where i said ""voting"". but imo legislative solutions are part and parcel to popular appeal because legislators are voted in on that basis. any legislator claims to ""do what's right."" so elections tend to be popularity contests. and legislators tend to want to keep their constituents happy.   oh and just to make sure you understand this kronos so as not to get off in the wrong direction, this is my opinion, just like everything else i've said. it is not a lie.

Cues:
- **emotional words:** ignored, happy, not a lie
- **cultural background:** discussion about democratic political processes, emphasizing the role of popular appeal in elections.
- **surface emotion:** frustration, sarcasm
- **topic:** electoral processes and legislative solutions
- **keywords:** voting, legislative, popular appeal, legislator, elections, opinion

Label:
sarcastic"
1,"Input:
argh. atheism is no belief in a god, ""without belief in god"". why would you try to prove a negative? did you wake up today and believe in a uni because you couldn't prove it didn't exist? richbee has a long way to go to ""prove"" anything other than his fondness for rhetoric. -mach

Cues:
1. **punctuation:**
    - ""argh."" indicates frustration or exasperation.
    - quotes around ""without belief in god"" and ""prove"" suggest skepticism or mockery.
2. **rhetorical devices:**
    - rhetorical questions: ""why would you try to prove a negative?"" and ""did you wake up today and believe in a uni because you couldn't prove it didn't exist?""
    - sarcasm: the overarching tone of the text implies sarcasm, especially in pointing out the futility of proving a non-belief.
3. **keywords:**
    - ""atheism,"" ""believe,"" ""god,"" ""prove,"" ""negative,"" ""uni,"" ""rhetoric,"" ""richbee""
4. **context:**
    - the writer is responding to someone (richbee) who is attempting to argue or prove something about atheism.
    - the writer mocks the idea of proving a negative belief and highlights the difficulty and absurdity with rhetorical questions.
5. **surface emotion:**
    - frustration, exasperation, mockery

Label:
sarcastic"
1,"Input:
really? funny, my son, even before i ""came out"" didn't think gays were bad or being gay was bad. he saw hate as being the real evil...and you exemplify that just perfectly...brava!

Cues:
- cultural background: the text discusses social attitudes toward being gay and the acceptance of lgbtq+ identities, hinting at cultural tensions regarding these issues.
- punctuation: the use of quotation marks around ""came out,"" ellipses, and the exclamation ""brava!"" indicates a tone that is not straightforwardly serious.
- surface emotion: the apparent emotion is critical, with underlying frustration or disdain.
- language style: the language is conversational, with informal punctuation and slight mocking tones (e.g., ""and you exemplify that just perfectly"").
- emotional contrasts: the writer shifts from discussing the positive acceptance by the son to a biting critique of the other person's behavior, creating a contrast that enhances the sarcastic tone.

Label:
sarcastic"
1,"Input:
actually, breeding horses and donkeys isn't an effort to create a new species. where did you get such a thoughtless idea. and neither is interbreeding lions and tigers. however, you don't seem to be aware that neither ligers or tigons are sterile. they are capable of breeding with each other or with either of the parent species. and then there are polar bears and brown bears, which can and will interbreed if given the opportunity. and the offspring are perfectly fertile.

Cues:
1. special symbols: the text uses the word ""actually,"" which often primes a sarcastic statement.
2. cultural background: the text references the science of hybrid animals, indicating a discussion likely rooted in zoological knowledge.
3. language style: the dismissive tone evident in ""where did you get such a thoughtless idea"" suggests sarcasm.
4. keywords: ""actually,"" ""thoughtless idea,"" these terms reflect a condescending attitude.
5. surface emotion: the author seems to display indignation or disdain for the ignorance they attribute to the reader.

Label:
sarcastic"
1,"Input:
women's rights actually exist, unlike the christian god.

Cues:
1. **language style**: the language used is assertive and employs a definitive tone. words like ""actually"" can be interpreted as loading the statement with irony given the context.
2. **cultural background**: the sentence references two culturally and historically significant topics: women's rights and religious belief in the christian god.
3. **special symbols**: there are no special symbols present in the text.
4. **rhetorical devices**: the primary rhetorical device in use here is juxtaposition, contrasting an empirical social achievement (women's rights) with a matter of faith (existence of the christian god), to emphasize disbelief or irony.
5. **context**: the context appears to be a critique of the belief in the christian god, while asserting a progressive stance on women's rights.

Label:
sarcastic"
1,"Input:
you have to be off for more than 4 days and after that i would get the princely sum of £79.15 per week..hardly worth having. unlike teachers i cannot stay at home and get paid when it snows too.

Cues:
- **punctuation**: the use of ""..hardly worth having"" and ellipsis suggests a trailing off in thought, emphasizing discontent.
- **emotional words**: ""princely sum"" is used sarcastically to imply that the amount is very low, despite the phrase suggesting otherwise.
- **context**: there is a comparison between the speaker's situation and that of teachers, with an implication of unfairness.
- **rhetorical devices**: the phrase ""hardly worth having"" is understatement, and ""princely sum"" is ironic. there is also a hint of hyperbole in the portrayal of teachers' benefits.
- **common knowledge**: it is generally understood that teachers may have different job benefits, such as paid snow days, which can be contrasted with the speaker’s own situation.

Label:
sarcastic"
