Text,Context,Show,Label,linguistic_cue_prompt,contextual_cue_prompt,emotional_cue_prompt,linguistic_cue,contextual_cue,emotional_cue
SHELDON: It's just a privilege to watch your mind at work.,"LEONARD: I never would have identified the fingerprints of string theory in the aftermath of the Big Bang.
SHELDON: My apologies. What's your plan?",BBT,1,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        SHELDON: It's just a privilege to watch your mind at work.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        SHELDON: It's just a privilege to watch your mind at work.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        SHELDON: It's just a privilege to watch your mind at work.\n\n        ""}]","To extract linguistic cues for sarcasm detection from the given input sentence:

```
""SHAIDON: It's just a privilege to watch your mind at work.""
```


### Key Linguistic Cues:

1. **Speaker Identification**: ""SHAIDON"" instead of ""SHELDON"" could be a linguistic cue indicating a mispronunciation or unconventional spelling, suggesting informal or playful language, which might contain sarcasm.

2. **Tone and Form of Address**: Addressing someone","###Output:
Topic: Mind at work, presumably referring to intellectual or creative thinking.
Context: The sentence is spoken by someone named Sheldon towards another person whose mind or thinking process he finds to be interesting or impressive. There's an implication of admiration or appreciation for the discussion or thought process.
Common knowledge: The speaker expresses a sense of honor or good fortune in being able to observe someone engaged in deep or sophisticated thinking. This unusual framing of watching ""work"" implies the speaker values intellectual engagement.","The emotional cues for sarcasm detection from the input sentence are:

1. ""just a privilege"": This phrase contrasts a humble appreciative tone usually used to express enjoyment or pleasure, with a more sarcastic implication that it's not really a privilege when it could be interpreted as a given or expected ability of the person being addressed (i.e., their ability to think). This is a straightforward cue that might indicate sarcasm.

2. ""watch your mind at work"": This phrase is neutral in itself"
PENNY: I don't think I'll be able to stop thinking about it.,"HOWARD: This is one of my favorite places to kick back after a quest. They have a great house ale.
PENNY: Cool tiger.
HOWARD: Yeah, I've had him since level ten.
HOWARD: His name is Buttons.
HOWARD: Anyway, if you had your own game character we could hang out, maybe go on a quest.
PENNY: That sounds interesting.
HOWARD: You'll think about it?",BBT,1,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        PENNY: I don't think I'll be able to stop thinking about it.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        PENNY: I don't think I'll be able to stop thinking about it.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        PENNY: I don't think I'll be able to stop thinking about it.\n\n        ""}]","### Extraction of Linguistic Cues for Sarcasm Detection:

1. **Keywords:**
   - ""I don't think""
   - ""will be able to""
   - ""stopping thinking about it""

2. **Rhetorical Devices:**
   - The use of ""I don't think"" might suggest self-contradiction or irony, as sarcasm often involves saying something with the opposite intent.
   - The emphasis on ""stopping thinking about it"" could imply","### Contextual Cues for Sarcasm Detection:

1. **Topic**: Penny's statement appears to be a personal reflection or worry, suggesting that something is distracting or troubling her.

2. **Context**:
   - It seems like Penny might be thinking about a specific task, project, situation, or news that is hindering her ability to concentrate on other things. Without additional context, it's hard to pinpoint the exact source of this distraction.
   - There is a sense of resignation or","The emotional cues from the input sentence for sarcasm detection are:

1. ""don't think I'll be able to stop thinking about it"": This phrase could indicate irony since normally one would want to stop thinking about something that is troubling or disagreeable. The lack of ability to stop thinking about it may suggest the person finds the topic intriguing or enjoyable rather than a source of worry or stress.

2. ""I"": Depending on the context, the disassociation from the topic or situation (""I"""
"SHELDON: Since it's not bee season, you can have my epinephrine.","LEONARD: Here we go. Pad thai, no peanuts.
HOWARD: But does it have peanut oil?
LEONARD: I'm not sure. Everyone keep an eye on Howard in case he starts to swell up.",BBT,0,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        SHELDON: Since it's not bee season, you can have my epinephrine.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        SHELDON: Since it's not bee season, you can have my epinephrine.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        SHELDON: Since it's not bee season, you can have my epinephrine.\n\n        ""}]","### Keywords:
- ""Since it's not bee season""
- ""you can have my epinephrine""

### Rhetorical Devices:
- This phrase might be considered a type of sarcasm as it seems like a generous offer (owing epinephrine, also known as adrenaline, is crucial for treating severe allergic reactions) in the context where such an item would usually be readily available only if the speaker had recently had an encounter with bees, an event that is not happening due to it","To extract the contextual cues from the input sentence for sarcasm detection, let's analyze the sentence step by step:

1. **Topic**: The topic of the sentence revolves around germs and allergies which are tied to bees, suggesting an indirect reference to potential allergy-related experiences. Sheldon is offering his epinephrine, a drug used in the treatment of anaphylactic reactions, typically triggered by bee stings.

2. **Context**: The context is an everyday social interaction. The dialogue between","To extract emotional cues for sarcasm detection in the sentence ""SHELDON: Since it's not bee season, you can have my epinephrine,"" the following emotional cues can be identified:

1. Emotional words: ""Since it's not bee season,"" - This phrase implies a context or situation where bees would typically be present, but this is not the case. It sets up a contrast by suggesting the opposite of a common scenario.

2. Emotional contrasts: ""you can have my"
"SHELDON: Lois Lane is falling, accelerating at an initial rate of 32 feet per second per second. Superman swoops down to save her by reaching out two arms of steel. Miss Lane, who is now traveling at approximately 120 miles an hour, hits them and is immediately sliced into three equal pieces.","PENNY: A marathon? How many Superman movies are there?
SHELDON: You're kidding, right?
PENNY: I do like the one where Lois Lane falls from the helicopter and Superman swooshes down and catches her. Which one was that?
SHELDON: One.
SHELDON: You realize that scene was rife with scientific inaccuracy.
PENNY: Yes, I know, men can't fly.
SHELDON: Let's assume that they can.",BBT,0,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        SHELDON: Lois Lane is falling, accelerating at an initial rate of 32 feet per second per second. Superman swoops down to save her by reaching out two arms of steel. Miss Lane, who is now traveling at approximately 120 miles an hour, hits them and is immediately sliced into three equal pieces.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        SHELDON: Lois Lane is falling, accelerating at an initial rate of 32 feet per second per second. Superman swoops down to save her by reaching out two arms of steel. Miss Lane, who is now traveling at approximately 120 miles an hour, hits them and is immediately sliced into three equal pieces.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        SHELDON: Lois Lane is falling, accelerating at an initial rate of 32 feet per second per second. Superman swoops down to save her by reaching out two arms of steel. Miss Lane, who is now traveling at approximately 120 miles an hour, hits them and is immediately sliced into three equal pieces.\n\n        '}]","1. Keywords: Falling, accelerating, 32 feet per second per second, Superman, swoops down, save, traveling at approximately 120 miles an hour, sliced into three equal pieces.

2. Rhetorical devices: 
   - An exaggeration is used when it is mentioned ""Miss Lane, who is now traveling at approximately 120 miles an hour, hits them and is immediately sliced into three equal pieces."" This likely means it is meant to imply a very","### Contextual Cues for Sarcasm Detection:

**Topic**: Physics/Physics-related scenario, involving concepts such as falling objects, gravity, and motion. The scenario focuses on the terms ""falls, acceleration, velocity, direction, slicing.""

**Context**: The context seems to stem from a technical, possibly educational, explanation regarding motion and impact. The scenario is quite detailed and specific in its physical principles, such as the acceleration due to gravity being described as 32 feet per second per second","Emotional cues for sarcasm detection:
1. ""falling, accelerating"" - implying a negative event (Lois Lane is in danger), but the speaker cannot stress this enough to the point where it's ridiculous enough to suggest sarcasm.
2. ""reaching out two arms of steel"" - the description of Superman reaching out is overly exaggerated to the point whereby it's almost clumsy interpretation of strength that has the tone voice suggested something humorous or sarcastic.
3. ""hit them and is"
SHELDON: I'm just inferring this is a couch because the evidence suggests the coffee table is having a tiny garage sale.,"SHELDON: Great Caesar's ghost, look at this place.
LEONARD: So Penny's a little messy.
SHELDON: A little messy?
SHELDON: The Mandelbrot set of complex numbers is a little messy. This is chaos.
SHELDON: Excuse me.
SHELDON: Explain to me an organizational system where a tray of flatware on a couch is valid.",BBT,1,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        SHELDON: I'm just inferring this is a couch because the evidence suggests the coffee table is having a tiny garage sale.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        SHELDON: I'm just inferring this is a couch because the evidence suggests the coffee table is having a tiny garage sale.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        SHELDON: I'm just inferring this is a couch because the evidence suggests the coffee table is having a tiny garage sale.\n\n        ""}]","### Cues for Sarcasm Detection in the Input Sentence:

1. **Keywords and Expressions:**
   - ""infer""
   - ""this is a couch""
   - ""the coffee table is having a tiny garage sale""
   - ""because the evidence suggests""

2. **Rhetorical Devices:**
   - **Understatement:** Sheldon yields an unusually over-elaborated explanation for such an ordinary idea (SHELDON: ""I'm just inferring this is a","Topic: Interactions between characters, specifically a conversation or dialogue between two people, Sheldon and another unspecified character in this context. The focus is on Sheldon's statement.

Context: The context is a casual, conversational setting where characters might be at home, possibly in a living room environment. There might be a coffee table and a couch in the room. The characters are likely engaging in light-hearted, possibly humorous conversation.

Common Knowledge: Knowledge about regular interactions and conversations in everyday contexts, understanding that criticisms","Emotional cues for sarcasm detection in the input sentence:
1. ""just inferring"" - this implies a casual, unaffected demeanor, but in a sarcastic context, it may mean the opposite, leaning towards emphasis or exaggeration.
2. ""is a couch"" - the direct and serious refutation of the idea that it's a coffee table makes it sound sarcastic.
3. ""because the evidence suggests the coffee table is having a tiny garage sale"" - highlighting the absurdity of"
"HOWARD: Sheldon, if you were a robot, and I knew and you didn't...","PERSON: On the other hand, no arousal.
LEONARD: None?
PERSON: None.
LEONARD: Thank you for your time.
PERSON: Thank you.
LEONARD: None at all?",BBT,0,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        HOWARD: Sheldon, if you were a robot, and I knew and you didn't...\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        HOWARD: Sheldon, if you were a robot, and I knew and you didn't...\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        HOWARD: Sheldon, if you were a robot, and I knew and you didn't...\n\n        ""}]","Keywords: ""HOWARD"", ""SHeldon"", ""robot"", ""knew"", ""didn't""

Rhetorical Devices: None explicitly mentioned, but the conversation format could be seen as a device to engage the listener.

Punctuation: Commas are used for natural pauses in speaking, which could indicate the sarcastic tone.

Language Style: The use of names capitalized in dialogue typical in scripted TV shows and a somewhat formal, direct style of address (""SHeldon""). The inclusion of the hypothetical question","The contextual cues for sarcasm detection from the input sentence are:

1. **Topic**: The context involves a conversation or joke between individuals named Howard and Sheldon. They are discussing a hypothetical scenario in which Sheldon would be perceived or treated as a robot.

2. **Context**: The interaction appears to be between friends or acquaintances, suggesting a relaxed and familiar setting. The use of a nickname (Sheldon) instead of a full name further indicates a casual, familiar tone.

3. **Common Knowledge","The input sentence lacks explicit emotional cues or contrasts, making sarcasm detection difficult without context. However, we can deduce some terms based on the sentence's structure and meaning. Since sarcasm often involves a discrepancy between the intended and actual meaning or tone, consider the following terms:

1. ""HOWARD: Sheldon"" - Indirect address can sometimes hint at a dry, sarcastic tone, but it depends on the relationship between the characters and the overall tone of the conversation.
2. ""if"
"SHELDON: If you're compiling a mix CD for a double suicide. Oh, I hope that scratching post is for you.","SHELDON: Oh, good Lord.
LEONARD: God, that's a good song.",BBT,1,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        SHELDON: If you're compiling a mix CD for a double suicide. Oh, I hope that scratching post is for you.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        SHELDON: If you're compiling a mix CD for a double suicide. Oh, I hope that scratching post is for you.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        SHELDON: If you're compiling a mix CD for a double suicide. Oh, I hope that scratching post is for you.\n\n        ""}]","###Output:

1. **Keywords**: 


   - ""compiling a mix CD""
   - ""double suicide""
   - ""scratching post""
   - ""I hope"" (counterintuitive to action/situation)

2. **Rhetorical Devices**:


   - **Understatement**
     - ""I hope that scratching post is for you"" - where ""hope"" is used in a sarcastic, ironic way, opposite to its typical positive connotation.

   - **","1. Topic: Double suicide and mix CD
2. Context: Conversation between individuals discussing a hypothetical mix CD to be used in a dangerous situation - double suicide
3. Common Knowledge: ""Scratching post"" is typically associated with cats, not humans or situations relating to double suicide. It might imply that Sheldon has handed over a harmless, mundane scratch post from his personal belongings rather than agreeing to help create a potentially harmful CD. This usage can be seen as ironic or sarcastic by contrast to","Emotional cues: 

1. 'hope': Though this word is often used in a positive or relaxed context, in this sentence it seems to contrast with the overall tone and implies sarcasm.

2. 'double suicide': This phrase suggests an extreme or negative situation, but it is used in a light and relaxed manner, which implies sarcasm.

3. 'scratching post': A neutral term but in this context, it seems to suggest comfort or self-reassurance, implying self-pity or"
SHELDON: No. The dark crescent-shaped patterns under your arms conceal it nicely.,"LEONARD: How do I look?
SHELDON: Could you be more specific?
LEONARD: Can you tell I'm perspiring a little?",BBT,1,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        SHELDON: No. The dark crescent-shaped patterns under your arms conceal it nicely.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        SHELDON: No. The dark crescent-shaped patterns under your arms conceal it nicely.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        SHELDON: No. The dark crescent-shaped patterns under your arms conceal it nicely.\n\n        '}]","### Linguistic Cues for Sarcasm Detection:

1. **Keywords:**
    - ""No""
    - ""The dark crescent-shaped patterns under your arms""
    - ""conceal it nicely""
2. **Rhetorical Devices:**
    - Using a negative term ""No"" to imply affirmatively while stating that it is covered up in a negative way by these patterns (double-negative in a sense) to stress that there's something awkward or unfavorable that needs to be","###Output:

- **Topic**: Appearance or physical characteristics, specifically related to underarms.
- **Context**: Scene or situation involving a character (SHELDON) making a statement to another person about a potential concealment of something related to their underarms.
- **Common Knowledge**: Underarms are likely visible when someone is wearing short-sleeved clothing or is close to someone (in a personal or intimate setting), and that wearing darker clothing or applying specific products (like antiperspirant","The emotional cues for sarcasm detection in the input sentence could be inferred from the following:

1. **Patterns under your arms conceal it nicely** - The use of the word ""conceal"" might imply that there is something shameful or undesirable that needs to be covered, which contrasts with the casual tone of the sentence. This creates an ironic situation, as it seems to suggest that paying attention to underarm patterns is a concern.

2. **The dark crescent-shaped patterns** - The description"
"SHELDON: How's this? ""Pleased to meet you, Dr. Gablehauser. ""How fortunate for you that the university's ""chosen to hire you, despite the fact ""that you've done no original research in 25 years, ""and instead have written a series of popular books ""that reduce the great concepts of science ""to a series of anecdotes, ""each one dumbed down to accommodate the duration ""of an average bowel movement.","SHELDON: You know, I am not going to enjoy this party.
LEONARD: I know, I'm familiar with you.
SHELDON: The last department party, Professor Finkleday cornered me and talked about spelunking for 45 minutes.
LEONARD: Yes, I was there.
SHELDON: You know what's interesting about caves?
LEONARD: What?
SHELDON: Nothing.
LEONARD: Then we'll avoid him, we'll meet the new department head, congratulate him, shake his hand and go.",BBT,1,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        SHELDON: How\'s this? ""Pleased to meet you, Dr. Gablehauser. ""How fortunate for you that the university\'s ""chosen to hire you, despite the fact ""that you\'ve done no original research in 25 years, ""and instead have written a series of popular books ""that reduce the great concepts of science ""to a series of anecdotes, ""each one dumbed down to accommodate the duration ""of an average bowel movement.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        SHELDON: How\'s this? ""Pleased to meet you, Dr. Gablehauser. ""How fortunate for you that the university\'s ""chosen to hire you, despite the fact ""that you\'ve done no original research in 25 years, ""and instead have written a series of popular books ""that reduce the great concepts of science ""to a series of anecdotes, ""each one dumbed down to accommodate the duration ""of an average bowel movement.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        SHELDON: How\'s this? ""Pleased to meet you, Dr. Gablehauser. ""How fortunate for you that the university\'s ""chosen to hire you, despite the fact ""that you\'ve done no original research in 25 years, ""and instead have written a series of popular books ""that reduce the great concepts of science ""to a series of anecdotes, ""each one dumbed down to accommodate the duration ""of an average bowel movement.\n\n        '}]","Keyword:
- metrika

Rhetorical Devices:
- Comparison/Contrast (comparison between the context of introducing someone and the actual background of the introduced person):
  - ""Pleased to meet you, Dr. Gablehauser."" vs ""you've done no original research in 25 years""
  - ""the university's ""chosen to hire you"" vs ""despite the fact ""that you've done no original research in 25 years""
- Irony (""Despite","The contextual cues for sarcasm detection in the input sentence are as follows:

1. **Topic**: The topic revolves around a conversation or presentation given by Sheldon, likely which includes the introduction or addressing of a person named Dr. Gablehauser.

2. **Context**: 
   - *Dr. Gablehauser*聘 to a university
   - *Original research not done in 25 years*
   - *Academic work in the form of popular books deemed to simplify concepts","Emotional Cues:
1. Emotional Words: 
   - ""Pleased"" (Contradictory tone given the context)
   - ""Fortunate""
   - ""chosen""
   - ""reduced""
   - ""dumbed down""
   - ""accommodate""
   - ""duration""
   - ""average""
   - ""bowel movement""

2. Emotional Contrasts:
   - Pleased (used in a sarcastic and mocking tone due to context)
   - Ch"
"LEONARD: Yeah, my parents felt that naming me Leonard and putting me in Advanced Placement classes wasn't getting me beaten up enough.","PERSON: He switched over to high-energy radiation research, had a little mishap, and now the other guys are uncomfortable sitting next to him.
PERSON: You're in?
LEONARD: Yeah, sure, why not?
PERSON: Great, we rehearse on Tuesdays at your place.
LEONARD: Why at my place?
PERSON: Department of Energy said our regular space is kind of a hot zone.
PERSON: Nice meeting you.
PENNY: Yeah, you, too.
Leonard, I didn't know you played the cello.",BBT,1,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        LEONARD: Yeah, my parents felt that naming me Leonard and putting me in Advanced Placement classes wasn't getting me beaten up enough.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        LEONARD: Yeah, my parents felt that naming me Leonard and putting me in Advanced Placement classes wasn't getting me beaten up enough.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        LEONARD: Yeah, my parents felt that naming me Leonard and putting me in Advanced Placement classes wasn't getting me beaten up enough.\n\n        ""}]","### Linguistic Cues Extracted for Sarcasm Detection:

#### Keywords: 
- ""my parents""
- ""naming me Leonard""
- ""putting me in Advanced Placement classes""
- ""wasn't getting me beaten up enough""

#### Rhetorical Devices:
- Mentioning that parents naming their child Leonard and enrolling them in Advanced Placement classes is meant to somehow not prevent the child from getting beaten up, plays with expectations as these actions are commonly associated with considering children's best","### Contextual Cues for Sarcasm Detection:

1. **Topic**: School experience / education / personal anecdotes.
2. **Context**:
   - Mention of ""Advanced Placement (AP) classes"" implies an academic context where challenging oneself or excelling is typical.
   - Disease sentence structure (""wasn't getting me...enough"") indicates a contrasting situation to what is actually the case.
   - Curiosity or sarcasm is evident in the emphasis on ""beaten up"" considering","To extract emotional cues for sarcasm detection from the given input sentence, let's analyze the sentence for emotional words or emotional contrasts:

**Emotional Words**: 
- ""Yeah"" can be seen as an emotional word or gesture, as it might help to show a sense of sarcasm or indifference.
- ""felt"" could imply a sense of something not being what it seems, possibly carrying a hint of irony or sarcasm.
- ""advanced"" in ""Advanced Placement classes"" might also connotes"
