,Text,Label,pred
0,"                DOROTHY: Rose, you should sit here and watch her hack herself to death.",1,0
1,                MONICA: I've never loved anybody as much as I love you..,0,1
2,"                CHANDLER: Gee, if only she were one and had no idea what a birthday was..",1,1
3,                PHOEBE: And then for forgetting to invite you to it..,0,0
4,"                ROSS: Umm, would you please excuse me for a moment?.",0,0
5,                JOEY: Uh-huh!.,0,0
6,                CHANDLER: The British are coming?.,1,0
7,"                DOROTHY: No Rose, I am nervous because Sonny Bono gets elected mayor of Palm Springs, he is gonna make all the postmens wear leather bell bottoms and a fur vest..",1,0
8,                DOROTHY: A hand puppet Rose..,1,1
9,                ROSS: If you wanna put a label on it..,1,1
10,                JOEY: Okay?.,0,0
11,                DOROTHY: No I am upset because crocodin turbs are wearing darker colors..,1,0
12,"                DOROTHY: No, she I supset because Jimmy Swaager can't cover his motel bill.",1,1
13,"                CHANDLER: I am not freaking out, why would I be freaking out? A woman named Hildy called and said we will get married, but that happens everyday.",1,0
14,                CHANDLER: You building a post office?.,1,1
15,"                DOROTHY: No Rose, at a pie eating contest..",1,0
16,"                ROSS: Yeah, she's fired..",0,1
17,                DOROTHY: His cappucino maker..,1,0
18,                PHOEBE: The end..,0,1
19,                DOROTHY: No I am upset because Joe Piscapo didn't get the lead role in rain man..,1,0
20,"                DOROTHY: Ofcourse no Ma, I am referring to Carrey Grant, he is living in the broom closet..",1,0
21,                PHOEBE: I know but it's so hard! Nothing rhymes with your stupid name!.,0,0
22,"                CHANDLER: Oh yeah he has a caretaker his older brother, Ernie. You can't make this stuff up!.",0,1
23,                MODERATOR: Sarcasm? Noo..,1,1
24,                CHANDLER: Well why don't you check in one of my saddle bags while I chew on a bale of hay..,1,0
25,                RACHEL: What was that?!.,0,0
26,                PERSON: Yes it is..,0,0
27,                CHANDLER: I can see it from right here. It'll cost you one husband..,1,1
28,"                CHANDLER: You said you spent all that money because those boots go with skirts, dresses and pants. What do you plan on wearing? A Chicken suit?.",1,1
29,"                DOROTHY: No Blanche, with a venus fly trap.",1,0
30,"                MODERATOR: No, no no, I just mediate the gorup. I just give up every Tuesday of my life to help these screwups for the good of my health.",1,0
31,"                CHANDLER: Well, I'm a headhunter. I hook up out of work Soviet scientists with rogue third-world nations. Hi Rasputin!.",1,0
32,"                ROSE: I'm sorry Sophia, but in Dorothy's defence, it sure sounds a lot like her..",1,0
33,"                ROSS: No, no, no, it's flattery..",0,0
34,                DOROTHY: No itÕs the rose in the kitchen thing..,1,1
35,"                JOEY: No just, nobody press on my stomach..",0,0
36,                CHANDLER: I can see it from right here. It'll cost you one husband..,1,1
37,                DOROTHY: No I am worried she might be Phir Resuda's.,1,0
38,"                CHANDLER: This is so good, that I am gonna enjoy it in the balcony. I can enjoy my view, whilst I enjoy my desert..",1,1
39,"                JOEY: Look now, Phoebe remember, hey, their just fulfilling their Christmas.....",0,0
40,                DOROTHY: It's a musical Rose.,1,0
41,"                DOROTHY: No, its because I cannot make any sense of those commercials for obsession..",1,0
42,"                CHANDLER: Hes not right for the part, and if I suggest him my bosses are going to think I am an idiot. And thatÕs something they should learn on their own..",1,1
43,"                JOEY: Nope. Op, wait! There he goes..",0,0
44,                MEMBER-GIRL: We thought you were just here for the company. He is a sarcasmoholic Stewart..,1,1
45,                MEMBER-BOY: Noooo. Really?.,1,0
46,                DOROTHY: A bucket of chicked. I hope you like it extra flat and crispy.,1,0
47,"                MONICA: No no, you don't have to fly back, really..",0,0
48,"                PHOEBE: So Ross, how umm, how did it go with Bonnie?.",0,0
49,                MEMBER-GIRL: Nooo.,1,1
50,                DOROTHY: Because it wears a little sunbrella Rose..,1,1
51,                MODERATOR: And I am sure every person here really really wants you to join our group..,1,1
52,                ROSS: I was thkinking about maybe going into the Robot..,0,0
