,Text,Label,pred
0,                PHOEBE: And then for forgetting to invite you to it..,0,0
1,                CHANDLER: What do you know? Its a treat for the eyes and the ears..,1,0
2,"                RACHEL: I guess you'd know that, being one of the two of us, though, right?.",1,0
3,"                DOROTHY: Oh yes Blanche, about a half hour ago. But now I have hidden her again so you can find her..",1,1
4,"                PHOEBE: Yeah. Yeah, that's what you need a good.. pill..",1,1
5,"                DOROTHY: No Rose, she is depressed because Marvel had manners on only once a week.",1,0
6,"                DOROTHY: I don't know Rose, maybe Marry Poppins has an Italian cousin..",1,0
7,"                DOROTHY: Rose, you should sit here and watch her hack herself to death.",1,0
8,                DOROTHY: No Blanche she is upset because they keep changing the taste of coke..,1,1
9,                MEMBER-GIRL: We thought you were just here for the company. He is a sarcasmoholic Stewart..,1,0
10,                MODERATOR: Sarcasm? Noo..,1,0
11,"                ROSS: No, no, no, it's flattery..",0,0
12,"                DOROTHY: No, I am depressed becaues Phillis George left the morning news..",1,0
13,"                CHANDLER: Oh I am sorry, do you need a break?.",1,1
14,"                DOROTHY: In what Blanche, dog years?.",1,0
15,                DOROTHY: The liberarche marquee at Caesar's palace.,1,0
16,"                DOROTHY: No, its because I cannot make any sense of those commercials for obsession..",1,0
17,"                JOEY: Look now, Phoebe remember, hey, their just fulfilling their Christmas.....",0,0
18,"                DOROTHY: No Rose, it stands alone..",1,0
19,"                CHANDLER: Oh sure, she was probably up all night excited about the party she knows is happening..",1,1
20,                CHANDLER: I can see it from right here. It'll cost you one husband..,1,0
21,"                DOROTHY: The little man who lives in there, who turns the light on and off will tell you..",1,1
22,                RACHEL: That is the coast guard!.,0,0
23,                DOROTHY: Show them your slides of Hawaii.,1,0
24,                CHANDLER: Is it me or the greetings gone downhill around here?.,1,1
25,                RACHEL: What was that?!.,0,0
26,                CHANDLER: Well why don't you check in one of my saddle bags while I chew on a bale of hay..,1,1
27,                MODERATOR: And I am sure every person here really really wants you to join our group..,1,1
28,                JOEY: Take a couple deep breaths..,0,0
29,                CHANDLER: The British are coming?.,1,1
30,"                ROSE: I'm sorry Sophia, but in Dorothy's defence, it sure sounds a lot like her..",1,1
31,                CHANDLER: I was making a coconut phone with a professor..,1,1
32,"                JOEY: No just, nobody press on my stomach..",0,0
33,                PHOEBE: Yeah?.,0,1
34,"                CHANDLER: This is so good, that I am gonna enjoy it in the balcony. I can enjoy my view, whilst I enjoy my desert..",1,0
35,"                DOROTHY: Ofcourse no Ma, I am referring to Carrey Grant, he is living in the broom closet..",1,0
36,                JOEY: Hey!.,0,0
37,                MONICA: Am I out of control?.,0,1
38,"                DOROTHY: No Rose, I am nervous because Sonny Bono gets elected mayor of Palm Springs, he is gonna make all the postmens wear leather bell bottoms and a fur vest..",1,0
39,                DOROTHY: No itÕs the rose in the kitchen thing..,1,0
40,"                CHANDLER: Hey, do you know a six-letter word for red?.",0,1
41,"                RACHEL: Seriously, it's moving!.",0,0
42,                DOROTHY: It's a musical Rose.,1,0
43,"                MONICA: Nooo! No, that's not true. No, best time ever! Yeah, you rocked my world!.",1,1
44,"                CHANDLER: Yeah, she couldn't live without the Chan Love..",0,1
45,"                DOROTHY: No Rose, go to the corner and open a stand.",1,0
46,"                PERSON: Ah, oh, hang on a second. Come in, come in. All right, so think about it, and call me back..",0,0
47,"                ROSS: Yeah, she's fired..",0,0
48,"                DOROTHY: No Blanche, with a venus fly trap.",1,0
49,                PERSON: I just called a friend of mine..,0,0
50,                PHOEBE: I know but it's so hard! Nothing rhymes with your stupid name!.,0,0
51,                MONICA: What is the matter with your face?!.,0,1
52,"                CHANDLER: You are right, by saying nice, I am virtually licking her..",1,1
53,"                JOEY: Nope. Op, wait! There he goes..",0,0
54,"                DOROTHY: No Rose, I am developing pictures from the magellan space probe.",1,0
55,"                CHANDLER: Gee, if only she were one and had no idea what a birthday was..",1,1
56,                MEMBER-GIRL: Amazing..,1,0
57,"                CHANDLER: Let me think! Let me think! Oh, I don't care..",1,0
58,                JOEY: Okay?.,0,1
59,                MODERATOR: Noo...,1,0
60,"                CHANDLER: You said you spent all that money because those boots go with skirts, dresses and pants. What do you plan on wearing? A Chicken suit?.",1,1
61,                MEMBER-BOY: Noooo. Really?.,1,0
62,                CHANDLER: No thanks Josephine!.,1,0
63,"                PERSON: Hi, Joey. Well well, look what you brought. Very nice..",0,0
64,"                ROSS: On the other hand in um, in about seven months you're gonna have something that you're gonna love more than any guy you've ever gone out with..",0,1
65,"                CHANDLER: Oh my god, where are all the men?.",0,0
66,                RACHEL: It would be nice to have a little guarantee though..,1,1
67,"                MONICA: Carol called me to thank me for the lasagna, I asked, she told me..",0,0
68,                JOEY: Uh-huh!.,0,0
69,                ROSS: So how'd it go?.,0,0
70,"                PERSON: Almost! But first, we gotta start..",1,1
71,"                DOROTHY: Oh ma no, it was a little girl selling girl scout toilets..",1,0
72,"                ROSS: Can't do it, can you?.",0,0
73,                CHANDLER: I can see it from right here. It'll cost you one husband..,1,0
74,"                RACHEL: Even if people are on it!"".",1,1
75,"                MODERATOR: No, no no, I just mediate the gorup. I just give up every Tuesday of my life to help these screwups for the good of my health.",1,0
76,                CHANDLER: I really don't wanna sit with Allen Iverson over there..,0,1
77,                ROSS: I-I'm really sorry. It's just that I.,0,0
78,                DOROTHY: A bucket of chicked. I hope you like it extra flat and crispy.,1,0
79,                DOROTHY: Lords of Arabia.,1,0
80,                DOROTHY: To feed the cat Rose..,1,0
81,                MODERATOR: Well scott I am sure we are all really really looking forward to hear your story..,1,1
82,                DOROTHY: What was I doing? My ben gazara in person?.,1,0
83,                PHOEBE: Yeah?.,0,1
84,"                DOROTHY: No, she I supset because Jimmy Swaager can't cover his motel bill.",1,0
85,                PHOEBE: Okay?.,0,0
86,                DOROTHY: No I am upset because crocodin turbs are wearing darker colors..,1,1
87,                DOROTHY: On the home shopping network.,1,0
88,"                DOROTHY: How about stopping by new years eve with three naked women, throwing up in the pool, passing out in the punch bowl, and relieving yourself in the linen closet?.",0,0
89,"                JOEY: Yeah well that's because uh.. I stayed in my room. Yeah, you don't want to look in my hamper..",0,1
90,                CHANDLER: You building a post office?.,1,0
91,                CHANDLER: Really? Struck down in the prime of life..,1,1
92,                MODERATOR: Nooo!.,1,0
93,"                DOROTHY: No Rose, that you should do..",1,0
94,                CHANDLER: Pheebs?.,0,1
95,"                CHANDLER: Hes not right for the part, and if I suggest him my bosses are going to think I am an idiot. And thatÕs something they should learn on their own..",1,1
96,                ROSS: Oh well. It probably would've been the most constructive solution..,0,0
97,                PHOEBE: What?.,0,0
98,                PHOEBE: The end..,0,0
99,                ROSS: If you wanna put a label on it..,1,0
100,                MEMBER-GIRL: Really?.,1,1
101,                MEMBER-GIRL: Nooo.,1,0
102,                DOROTHY: A hand puppet Rose..,1,0
103,                RACHEL: No..,0,0
104,"                ROSS: Umm, would you please excuse me for a moment?.",0,0
105,"                PERSON1: Ah well, this is the living room..",0,0
106,                DOROTHY: No I am upset because Joe Piscapo didn't get the lead role in rain man..,1,1
107,                PERSON: Yes it is..,0,1
108,                MODERATOR: Sarcastic? Us? Nooo..,1,0
109,"                JOEY: Nothing. It's just old and dingy, that's all..",0,0
110,                DOROTHY: No I am worried she might be Phir Resuda's.,1,1
111,                DOROTHY: What are these? Claws?.,1,0
112,                PHOEBE: Some guy bought it. I'm sorry. I tired to stop it but they put me in jail!.,0,1
113,"                CHANDLER: Well, I'm a headhunter. I hook up out of work Soviet scientists with rogue third-world nations. Hi Rasputin!.",1,1
114,"                DOROTHY: No Rose, at a pie eating contest..",1,0
115,                MEMBER-GIRL: Sarcasm? At a sarcasmoholics meeting?.,1,0
116,                MONICA: What are you up too?.,0,1
117,"                PERSON1: I wasn't by myself. I had a doctor, a nurse, and a helper guy. So, did you see who won the game?.",0,1
118,                CHANDLER: Are you still enjoying your nap?.,1,1
119,"                CHANDLER: I am not freaking out, why would I be freaking out? A woman named Hildy called and said we will get married, but that happens everyday.",1,1
120,                ROSS: Uh yes! Thank you..,1,0
121,"                PHOEBE: So Ross, how umm, how did it go with Bonnie?.",0,0
122,                MEMBER-BOY: You got off to a really good start with the group..,1,1
123,                JOEY: But I'm the host!.,0,0
124,"                DOROTHY: No, I haven't taken her out of the trunk of the car yet..",1,0
125,"                CHANDLER: Oh yeah he has a caretaker his older brother, Ernie. You can't make this stuff up!.",0,0
126,                ROSS: I was thkinking about maybe going into the Robot..,0,0
127,                MONICA: I've never loved anybody as much as I love you..,0,1
128,                MONICA: Oh my God I love that! - Really? - NO!.,1,0
129,"                DOROTHY: No, she is going to sit here where itÕs a 112 degrees and eat enchiladas..",1,1
130,                PERSON: Then we went to this bar and he hooked us up with all these women!.,0,0
131,"                CHANDLER: Yes and we are ""very"" excited about it..",1,1
132,                ROSS: Stick to the list..,0,0
133,                DOROTHY: Because it wears a little sunbrella Rose..,1,0
134,                DOROTHY: I'm worried about whether Michael Jackson will be able to buy the remains of the elephant man..,1,1
135,"                MONICA: No no, you don't have to fly back, really..",0,1
136,"                PHOEBE: Oh, hey, look, I found coffee! Okay, let's skedaddle..",0,0
137,                DOROTHY: His cappucino maker..,1,0
