,Text,Label,pred
0,                RACHEL: What-wh-what so we'll just stay married forever?.,1,0
1,"                MONICA: Umm, excuse me, we switched apartments. You can't eat are food anymore, that-that gravy train had ended..",0,0
2,                PHOEBE: Uh-huh!.,0,0
3,                MONICA: Like I have nothing better to do!.,1,0
4,                MONICA: What?!?!.,0,0
5,"                JOEY: When they're hungry enough, they'll come in..",0,0
6,"                RACHEL: Y'know what I mean, like dubbies?.",0,0
7,                MONICA: Thank you..,0,0
8,"                RACHEL: Oh-oh, that's a risky little game!.",0,0
9,"                PERSON: Well ah, I've been doing a lot of thinking, and I look at my life.",0,0
10,"                CHANDLER: Look I never should have kissed your girlfriend, but I'm.",0,1
11,                PERSON: I'm the supply manager..,0,0
12,"                RACHEL: Oh my God!! Ohh, that is it! I'm leaving! You are just a horrible person!.",0,0
13,                CHANDLER: What would you give to a kid if he wanted a ticket to play with?.,0,0
14,                MONICA: No!.,0,0
15,                CHANDLER: Paper cut!.,0,0
16,"                CHANDLER: Yeah, I mean, it would be rude to them for us to leave now..",1,0
17,                PHOEBE: No.,0,0
18,"                RACHEL: That's easy for you to say, you weren't almost just killed..",1,1
19,                PHOEBE: Okay?.,0,0
20,                ROSS: We- we had our first fight this morning..,0,0
21,"                PHOEBE: Cause all I ever get to do now is pregnant stuff, it just bums me out..",0,0
22,"                ROSS: I do not always have to be,okay, okay..",0,0
23,                PHOEBE: It's my friends..,0,0
24,"                PERSON: Twenty-one hours, you're a hero..",0,0
25,"                RACHEL: Yeah, I don't think so Joe..",0,0
26,"                JOEY: Oh sure, go with the sissy..",1,0
27,                PERSON: I studied for a year in Barcelona..,0,0
28,"                RACHEL: Wait, wait, Chandler, this is what you're havin' for Thanksgiving dinner?.",0,1
29,"                RACHEL: Anyway, they want to take us out Saturday night! What do you say?.",0,1
30,"                CHANDLER: Oh, no, no. I just meant hypothetically..",0,0
31,"                MONICA: Alright, I'm gonna go pick up a few things for the trip..",0,1
32,"                JOEY: Uh, Rachel's here, so good luck man, let me know how it works out..",1,0
33,                ROSS: DANGER.,0,0
34,                ROSS: I'm supposed to teach a graduate seminar there in ten minutes..,0,0
35,                RACHEL: It was like months ago..,0,0
36,"                PERSON1: Look, please, please don't go anywhere, okay?.",0,0
37,"                PHOEBE: All right, okay, well, apparently not!.",1,0
38,"                ROSS: You and I, we're interfacing..",0,0
39,"                PHOEBE: I really, really enjoyed it. Very exotic..",1,1
40,"                JOEY: When? Today? Some, not a lot..",0,0
41,"                ROSS: So to sum up, I'm Professor Geller..",0,0
42,                JOEY: Weā€™re not peeking?.,0,0
43,                MONICA: You had no relationship!!.,0,0
44,"                PERSON: Chloe, switch with me, there's some guys here that got a crush on you..",0,0
45,                MONICA: No!! You have been screwing us all day!.,0,0
46,                JOEY: Yeah! Look!.,0,0
47,                ROSS: What did you want to show us? Because all I can see is this bitchin van.,0,0
48,                PHOEBE: Was it not pain-free?.,1,0
49,                RACHEL: You're gonna have to tell me how you did that..,0,0
50,                PERSON: I can show you an ID if you want?.,1,0
51,"                RACHEL: This-this, no, oh no, no-no-no, this is not,that's-that's not what it is..",0,0
52,"                PERSON: Well, I'd gotten Judy pregnant. I still don't know how that happened..",1,0
53,"                RACHEL: All right, let's do it..",0,0
54,"                PERSON: Ow, ow, ow, ow, leg cramp, leg cramp, leg cramp..",0,0
55,                MONICA: Cover yourself up!.,0,0
56,"                PERSON: Yeah, a slice of cheesecake and-and a date if you're given'  'em out..",0,0
57,                PERSON: Nobody sees the king!.,0,0
58,                PERSON: Yeah..,0,0
59,                JOEY: I'm never gonna get to meet her anyway..,0,0
60,                ROSS: It's not funny!.,0,0
61,"                PERSON: Take your shirt off, and let's see what we're dealing with here.  What are you doing?.",0,0
62,                CHANDLER: And protected them from a tornado?.,1,0
63,"                CHANDLER: Just a sec, give me a minute to wake up for this,Ah-ha-ha!!.",0,0
64,                PHOEBE: I don't think you could ever do that..,0,0
65,                PHOEBE: Chandler?.,0,0
66,"                JOEY: It's white plastic, with a handle, and it fits onto a stroller..",0,0
67,"                ROSS: I don't know, something girlie..",0,1
68,                PERSON: When are you coming home?.,0,0
69,                CHANDLER: I'm the ruptured spleen..,0,0
70,                RACHEL: Just tell me how..,1,0
71,"                CHANDLER: Well, y'know I'm 29. I mean who needs a savings account..",1,1
72,"                RACHEL: No, I know, but I,he just went on..",0,0
73,"                JOEY: Whoa, maybe I was!.",0,0
74,                PHOEBE: That oughta do it..,0,0
75,                ROSS: I mean if you hadn't initiated it I-I-I know I would've..,0,0
76,                RACHEL: No! I'm so happy for them!.,0,0
77,"                PHOEBE: Oh, you say someone's name enough, they turn around..",1,0
78,                JOEY: You'd better act surprised..,0,0
79,"                JOEY: Are you kidding? I love that guy!  Morning's here! Morning is here,.",0,0
80,"                CHANDLER: Well, I believe the piece of furniture was fine until your little breakfast adventure with Angela Delvecchio.",0,1
81,"                RACHEL: Okay, you guys, just relax.  I doooo..",0,1
82,                MONICA: Wow! Imagine what our kids would look like!.,0,0
83,                ROSS: I don't think so. Hello?  When you get in there.,0,0
84,"                MONICA: Well, don't  'cha wanna?.",0,0
85,"                MONICA: Uh, listen, I need that broiling pan that Joey borrowed the other day..",0,0
86,"                PHOEBE: See, there you go, the cleansing works!.",0,0
87,                PHOEBE: So now I have to go so he'll think that I'm totally ok with seeing him!.,1,0
88,                CHANDLER: It's not a real game! I made it up!.,0,0
89,"                CHANDLER: I didn't know you and Carol were getting divorced, I'm sorry..",0,1
90,                PHOEBE: Why?.,0,0
91,"                CHANDLER: Okay, now much have you won so far?.",0,0
