,Text,Label,pred
0,                CHANDLER: We think it was trying to spell out monkey..,1,1
1,                CHANDLER: Actually I yesterday I was smoking again. Today I am smoking still..,1,1
2,                MONICA: Sounds like she has got the whole package!.,1,0
3,                CHANDLER: If only there was something in your head to control the things you say..,1,1
4,                CHANDLER: You have to stop the Q-Tip when there is resistance.,1,1
5,"                CHANDLER: Maybe it's a contest, you know? Like ""Collect all five""..",1,1
6,                CHANDLER: Janice? Janice?.,1,0
7,"                CHANDLER: Oh hurry up, I want to sign that..",1,1
8,                CHANDLER: I think this is probably why Damone smokes in his cell alone..,1,1
9,"                CHANDLER: A lonely grey couch. "" O look "" cried Ned. And then the kingdom was his. The End..",0,0
10,                CHANDLER: Well thank God your livelihood doesn't depend on it..,1,0
11,"                CHANDLER: Oh I do. Oh no, wait a minute, I took it out of my shirt when I put it on this morning..",1,0
12,                CHANDLER: Me? I am gonna die alone!.,1,1
13,                ROSS: Your makeup?.,1,0
14,"                CHANDLER: The Jamestown colony of Virginia. You see King George is giving us the land, so..",1,0
15,                CHANDLER: Crazy bitch!.,1,1
16,                CHANDLER: I'll catch you guys later..,0,0
17,"                CHANDLER: Joey ate my last stick of gum, so I killed him. Do you think that was wrong?.",1,1
18,                CHANDLER: I'm sorry man there is never a good time to have to.. Stop catching on fire..,1,1
19,                CHANDLER: The whole thing! Can we go?.,1,1
20,                MONICA: Huh! Whats dufus speled backwards?.,1,1
21,                CHANDLER: Great! Now we can do laundry all night. All night laundry!.,1,1
22,"                CHANDLER: Oh, uh, no thanks. I just had an M&M..",1,0
23,"                RACHEL: I'm just gonna throw it out, it's probably just a bunch of shampoo and....",0,0
24,                CHANDLER: A tshirt that says - I don't belong here..,1,1
25,"                CHANDLER: Oh, wait a minute, I have no one..",1,1
26,"                CHANDLER: No, no, I am just looking for a man to draw on me with chalk..",1,1
27,                JOEY: Ok!.,0,0
28,                CHANDLER: Why? You never look down in the shower?  Oh please I am allowed one joke in the monkey is penis genre..,1,1
29,"                CHANDLER: Dear god, this parachute is a knapsack.",1,0
30,"                ROSS: Oh my God, wh-what happened?.",0,1
31,                CHANDLER: Oh yeah right. And what would my opening line be? Excuse me.,1,0
32,"                RACHEL: Oh boy, I just can't watch. It's too scary!.",1,0
33,"                CHANDLER: Oh I see, I thought you just really really liked your new couch..",1,0
34,"                CHANDLER: Our balcony? Seriously? That's so funny because I told Monica we should put lights on our balcony. - And she said - ""No no, its too cold, nobody will go out there.""  - I said ""Maybe if we put some lights out there they will""..",1,0
35,"                CHANDLER: Okay, but if you are not coming back soon, there is pretty much nothing I can do about it.",1,1
36,                MONICA: Do you still wanna call  'em? I wanna call  'em..,0,1
37,                PHOEBE: Oh! Oop!.,0,0
38,"                CHANDLER: Hey, that's Joincidence with a C.",1,0
39,                CHANDLER: Oh no donÕt go. I have scared you. I have said too much. I am hopeless and awkward and desperate for love..,0,0
40,"                CHANDLER: Well yes Ross, pressing my third nipple opens the delivery entrance to the magical land of Narnia..",1,0
41,"                CHANDLER: Oh my god, you almost gave me a heart attack!.",1,1
42,"                CHANDLER: Hey, my father's house does that..",0,1
43,                CHANDLER: No way!.,0,1
44,"                CHANDLER: Uh, okay. The fifth dentist caved and not they're all recommending Trident?.",1,1
45,"                CHANDLER: Pheebs, you may know this, you know strange things. What is the boiling point of brain?.",1,1
46,                CHANDLER: His legs flail about as if independent from his body.,0,0
47,"                CHANDLER: And sometimes I would want you to steal third, and I'll go like this..",1,1
48,"                CHANDLER: I am telling you, when she leaned back, I could see her brain.",1,1
49,"                CHANDLER: I am sorry, we donÕt have your sheep..",1,0
50,                CHANDLER: You sure he is going to be able to crack that code?.,1,1
51,                RACHEL: Really!?.,0,1
52,                JOEY: You can't do anything..,0,0
53,                CHANDLER: Ah you see perfect might be a problem. Had you said co-dependent or self-destructive..,1,1
54,"                CHANDLER: These people find out that a spelling game is going over there, there will be nobody left at our party..",1,1
55,                JOEY: We got a box..,0,0
56,                CHANDLER: Were you so late because you were burying this woman?.,1,1
57,"                CHANDLER: No, no the actual cartoon character.. Of course the baloon..",1,0
58,"                CHANDLER: Well, it will probably slow me down at first. But once I am used to the extra weight, I ll get back on track..",1,1
59,"                CHANDLER: You know some might find it amusing, I myself find it regular..",1,0
60,                CHANDLER: And I think my testicles may be in here too.,1,1
61,                ROSS: Yeah. What-what should I do?.,0,0
62,                CHANDLER: Did I wake you?.,1,1
63,                CHANDLER: Ah your own brand of vigilante justice..,1,1
64,                CHANDLER: Yeah either that or gloria estefan was right eventually the rhythm is going to get you.,1,1
65,"                CHANDLER: And Hornswoggle? What? Are you dating a character from ""Fraggle Rock""? Ahh..",1,0
66,"                CHANDLER: Yes, the doctor's say if they remove it, he will die!.",1,0
67,                CHANDLER: What a baby..,0,1
68,"                MONICA: No its not big, not at all. Kind of the same lines as, I don't know, having a third nipple!.",1,1
69,                CHANDLER: Did you tell her about the magical night that starts with the flush of every toilet?.,1,1
70,"                CHANDLER: Oh, um, I don't care!.",1,0
71,"                LEONARD: No need to. As soon as she flies into California airspace, I'll feel a disturbance in the Force..",1,1
72,                CHANDLER: My duties?  All right..,0,0
73,                CHANDLER: Was that place the sun?.,1,1
