,Text,Label,pred
0,                PHOEBE: No.,0,0
1,                CHANDLER: And protected them from a tornado?.,1,1
2,"                ROSS: I do not always have to be,okay, okay..",0,0
3,                PHOEBE: Was it not pain-free?.,1,1
4,"                CHANDLER: Okay, Janice. Janice. You gotta give me Janice. That wasn't about being picky..",0,0
5,"                RACHEL: Anyway, they want to take us out Saturday night! What do you say?.",0,0
6,                PHOEBE: Chandler?.,0,0
7,"                PERSON: Well, I'd gotten Judy pregnant. I still don't know how that happened..",1,1
8,"                PERSON: Chloe, switch with me, there's some guys here that got a crush on you..",0,0
9,                MONICA: No!! You have been screwing us all day!.,0,0
10,"                ROSS: I don't know, something girlie..",0,1
11,"                RACHEL: Yeah, I don't think so Joe..",0,0
12,"                PERSON: Oh hey, great, you're up. Rachel, this is my sister Krista. Krista, this is Rachel..",0,0
13,                PHOEBE: Okay?.,0,0
14,"                CHANDLER: Anyway, I should go, one of the lifeguards was just about to dismantle a nuclear device..",0,1
15,"                ROSS: So, I'm sorry I just don't think we should go away together yet..",0,0
16,                CHANDLER: It's not a real game! I made it up!.,0,1
17,"                RACHEL: Yeah, I'm fine..",0,1
18,"                CHANDLER: I didn't know you and Carol were getting divorced, I'm sorry..",0,1
19,"                MONICA: Well, we're trying to find someone to perform our wedding and they're all either boring or annoying or y'know, can't stop staring at the ladies..",0,0
20,                MONICA: What?!?!.,0,0
21,                ROSS: We- we had our first fight this morning..,0,0
22,                JOEY: Weā€™re not peeking?.,0,1
23,"                JOEY: When? Today? Some, not a lot..",0,0
24,                RACHEL: No! I'm so happy for them!.,0,1
25,                ROSS: What's going on?!  That's what's going on!!.,0,0
26,"                PERSON: Yeah, a slice of cheesecake and-and a date if you're given'  'em out..",0,1
27,"                JOEY: Hey, does somebody wanna hand me one of those tiles..",0,0
28,                MONICA: Well what are you gonna do when he finds out he wasn't even asked?!.,0,1
29,"                JOEY: Oh sure, go with the sissy..",1,1
30,"                RACHEL: No, I know, but I,he just went on..",0,0
31,                MONICA: And did he?.,0,0
32,"                CHANDLER: Yeah okay, I was just talking to the guys. Just look at them I mean, is it okay if they come visit?.",1,1
