,Text,Label,pred
0,                PHOEBE: The end..,0,1
1,                PHOEBE: I know but it's so hard! Nothing rhymes with your stupid name!.,0,1
2,                DOROTHY: His cappucino maker..,1,1
3,"                CHANDLER: Let me think! Let me think! Oh, I don't care..",1,1
4,                CHANDLER: I can see it from right here. It'll cost you one husband..,1,1
5,"                ROSE: I'm sorry Sophia, but in Dorothy's defence, it sure sounds a lot like her..",1,0
6,"                JOEY: No just, nobody press on my stomach..",0,0
7,"                PERSON: Ah, oh, hang on a second. Come in, come in. All right, so think about it, and call me back..",0,1
8,"                PERSON1: I wasn't by myself. I had a doctor, a nurse, and a helper guy. So, did you see who won the game?.",0,1
9,                CHANDLER: You building a post office?.,1,1
10,"                MONICA: No no, you don't have to fly back, really..",0,0
11,                MEMBER-GIRL: Sarcasm? At a sarcasmoholics meeting?.,1,1
12,"                DOROTHY: No Rose, I am developing pictures from the magellan space probe.",1,1
13,                CHANDLER: Pheebs?.,0,1
14,                MEMBER-GIRL: Amazing..,1,0
15,"                DOROTHY: No, I am depressed becaues Phillis George left the morning news..",1,0
16,                JOEY: Hey!.,0,1
17,"                MONICA: Nooo! No, that's not true. No, best time ever! Yeah, you rocked my world!.",1,1
18,                MODERATOR: Sarcasm? Noo..,1,1
19,                PHOEBE: What?.,0,0
20,"                DOROTHY: No Rose, she is depressed because Marvel had manners on only once a week.",1,0
21,"                PHOEBE: Yeah. Yeah, that's what you need a good.. pill..",1,0
22,                DOROTHY: I'm worried about whether Michael Jackson will be able to buy the remains of the elephant man..,1,1
23,"                CHANDLER: Gee, if only she were one and had no idea what a birthday was..",1,1
24,                DOROTHY: A hand puppet Rose..,1,0
25,                DOROTHY: To feed the cat Rose..,1,1
26,"                DOROTHY: The little man who lives in there, who turns the light on and off will tell you..",1,0
27,                DOROTHY: No I am upset because crocodin turbs are wearing darker colors..,1,0
28,                DOROTHY: On the home shopping network.,1,1
29,"                DOROTHY: Oh ma no, it was a little girl selling girl scout toilets..",1,0
30,                DOROTHY: No Blanche she is upset because they keep changing the taste of coke..,1,1
31,"                PHOEBE: So Ross, how umm, how did it go with Bonnie?.",0,1
32,                PERSON: I just called a friend of mine..,0,0
33,                PHOEBE: Okay?.,0,0
34,"                PERSON: Hi, Joey. Well well, look what you brought. Very nice..",0,0
35,                PHOEBE: Yeah?.,0,1
36,"                JOEY: Look now, Phoebe remember, hey, their just fulfilling their Christmas.....",0,1
37,"                DOROTHY: No, its because I cannot make any sense of those commercials for obsession..",1,1
38,"                DOROTHY: No Rose, that you should do..",1,1
39,                MONICA: What is the matter with your face?!.,0,1
40,                MEMBER-GIRL: Really?.,1,1
41,                ROSS: Oh well. It probably would've been the most constructive solution..,0,0
42,"                RACHEL: Even if people are on it!"".",1,1
43,                PHOEBE: And then for forgetting to invite you to it..,0,1
44,                ROSS: So how'd it go?.,0,1
45,                ROSS: If you wanna put a label on it..,1,1
46,"                MONICA: Carol called me to thank me for the lasagna, I asked, she told me..",0,0
47,                MEMBER-GIRL: Nooo.,1,0
48,                DOROTHY: No I am worried she might be Phir Resuda's.,1,1
49,                MODERATOR: Noo...,1,0
50,"                CHANDLER: Oh my god, where are all the men?.",0,1
51,"                CHANDLER: Well, I'm a headhunter. I hook up out of work Soviet scientists with rogue third-world nations. Hi Rasputin!.",1,1
52,"                CHANDLER: Hey, do you know a six-letter word for red?.",0,0
53,"                JOEY: Yeah well that's because uh.. I stayed in my room. Yeah, you don't want to look in my hamper..",0,1
54,                ROSS: I was thkinking about maybe going into the Robot..,0,1
55,"                ROSS: No, no, no, it's flattery..",0,0
56,"                RACHEL: Seriously, it's moving!.",0,1
57,"                DOROTHY: In what Blanche, dog years?.",1,1
58,                CHANDLER: No thanks Josephine!.,1,1
59,"                DOROTHY: No Rose, it stands alone..",1,0
60,"                DOROTHY: No, she I supset because Jimmy Swaager can't cover his motel bill.",1,0
61,"                DOROTHY: No Rose, go to the corner and open a stand.",1,1
62,                JOEY: Take a couple deep breaths..,0,0
63,                ROSS: Uh yes! Thank you..,1,0
64,                RACHEL: It would be nice to have a little guarantee though..,1,1
65,"                JOEY: Nothing. It's just old and dingy, that's all..",0,1
66,                DOROTHY: A bucket of chicked. I hope you like it extra flat and crispy.,1,1
67,                MEMBER-BOY: You got off to a really good start with the group..,1,1
68,"                CHANDLER: I am not freaking out, why would I be freaking out? A woman named Hildy called and said we will get married, but that happens everyday.",1,1
69,"                CHANDLER: Yeah, she couldn't live without the Chan Love..",0,0
70,                CHANDLER: I really don't wanna sit with Allen Iverson over there..,0,1
71,                MODERATOR: Sarcastic? Us? Nooo..,1,1
72,                MONICA: What are you up too?.,0,1
73,"                CHANDLER: You are right, by saying nice, I am virtually licking her..",1,1
74,"                CHANDLER: This is so good, that I am gonna enjoy it in the balcony. I can enjoy my view, whilst I enjoy my desert..",1,1
75,                MEMBER-BOY: Noooo. Really?.,1,0
76,                DOROTHY: No itÕs the rose in the kitchen thing..,1,0
77,"                DOROTHY: Rose, you should sit here and watch her hack herself to death.",1,1
78,                RACHEL: No..,0,0
79,                CHANDLER: The British are coming?.,1,0
80,                CHANDLER: I can see it from right here. It'll cost you one husband..,1,1
81,"                DOROTHY: How about stopping by new years eve with three naked women, throwing up in the pool, passing out in the punch bowl, and relieving yourself in the linen closet?.",0,1
82,                CHANDLER: Really? Struck down in the prime of life..,1,1
83,"                CHANDLER: Oh yeah he has a caretaker his older brother, Ernie. You can't make this stuff up!.",0,0
84,"                ROSS: Can't do it, can you?.",0,0
85,"                DOROTHY: No, I haven't taken her out of the trunk of the car yet..",1,0
86,                ROSS: I-I'm really sorry. It's just that I.,0,1
87,                DOROTHY: Show them your slides of Hawaii.,1,1
88,                MEMBER-GIRL: We thought you were just here for the company. He is a sarcasmoholic Stewart..,1,0
89,                MODERATOR: Well scott I am sure we are all really really looking forward to hear your story..,1,0
90,"                ROSS: Yeah, she's fired..",0,0
91,                DOROTHY: It's a musical Rose.,1,1
92,                RACHEL: What was that?!.,0,1
93,                DOROTHY: Lords of Arabia.,1,0
94,"                JOEY: Nope. Op, wait! There he goes..",0,1
95,                CHANDLER: Are you still enjoying your nap?.,1,1
96,"                ROSS: On the other hand in um, in about seven months you're gonna have something that you're gonna love more than any guy you've ever gone out with..",0,1
97,"                RACHEL: I guess you'd know that, being one of the two of us, though, right?.",1,0
98,"                CHANDLER: You said you spent all that money because those boots go with skirts, dresses and pants. What do you plan on wearing? A Chicken suit?.",1,1
99,                PHOEBE: Yeah?.,0,1
100,"                CHANDLER: Oh I am sorry, do you need a break?.",1,0
101,"                DOROTHY: I don't know Rose, maybe Marry Poppins has an Italian cousin..",1,0
102,                DOROTHY: What are these? Claws?.,1,1
103,                MODERATOR: Nooo!.,1,1
104,"                DOROTHY: Oh yes Blanche, about a half hour ago. But now I have hidden her again so you can find her..",1,1
105,                JOEY: Okay?.,0,0
106,"                DOROTHY: No Blanche, with a venus fly trap.",1,0
